PDB_ID,UniProt_ID
7SIF,A0A5H2UI55
7SIG,Q546I9
7SIH,A0A6B7FTL9
7SII,Q86WV6
7SIJ,Q99972
7SIL,P41180
7SIM,P41180
7SIN,P41180
7SIP,P08510
7SIQ,B2FR00
7SIR,B7H1N2
7SIS,Q861F7
7SIT,P62483
7SIU,Q92918
7SIY,P22681
7SIZ,P62483
7SJ0,P0DTC2
7SJ1,P08510
7SJ2,Q54MP1
7SJ3,P11802
7SJ4,O75962
7SJ5,P03713
7SJ6,P00720
7SJ7,P68363
7SJ8,P68363
7SJ9,P68363
7SJA,P68363
7SJB,Q9NAV7
7SJC,Q9NAV7
7SJD,Q9NAV7
7SJE,Q9NAV7
7SJF,Q9NAV7
7SJG,Q9NAV7
7SJH,Q9NAV7
7SJI,Q9NAV7
7SJJ,P16113
7SJK,P80544
7SJL,Q02297
7SJN,Q92743
7SJO,Q92743
7SJP,Q92743
7SJQ,Q9NZQ7
7SJR,A0QTR9
7SJS,P0DTC2
7SJT,Q99972
7SJU,Q99972
7SJV,Q99972
7SJW,Q99972
7SJX,P03366
7SJY,A3DC20
7SJZ,Q7SID2
7SK0,Q9Z2T2
7SK1,Q9Z2T2
7SK2,P30531
7SK3,P25106
7SK4,P25106
7SK5,P25106
7SK6,P25106
7SK7,P25106
7SK8,P25106
7SK9,P25106
7SKA,Q6TAN8
7SKB,V5VGT0
7SKD,Q99972
7SKE,Q99972
7SKF,Q99972
7SKG,Q99972
7SKH,Q99PF4
7SKI,P04977
7SKJ,A0A328DYS8
7SKK,P04977
7SKL,P81177
7SKM,P81177
7SKQ,Q0QDZ2
7SKR,Q0QDZ2
7SKS,Q9W850
7SKT,Q9IK90
7SKU,Q9IK90
7SKW,P00698
7SKX,P06873
7SKY,P04977
7SKZ,P0DTC2
7SL1,P15208
7SL2,P15208
7SL3,P15208
7SL4,P15208
7SL5,P0DTC2
7SL6,P15208
7SL7,P15208
7SL8,P13866
7SL9,Q8N695
7SLA,P13866
7SLH,P02185
7SLI,P02185
7SLP,Q7L2J0
7SLQ,Q7L2J0
7SLR,P04585
7SLS,P04585
7SLT,P80060
7SLV,O95497
7SLX,O95497
7SLY,O95497
7SLZ,Q8IVV7
7SMC,P28749
7SMD,P28749
7SME,P28749
7SMF,P28749
7SMH,Q2G2B2
7SMI,Q6BDJ2
7SMK,O85040
7SMM,P02710
7SMP,P55011
7SMQ,P02710
7SMR,P02710
7SMS,P02710
7SMT,P02710
7SMV,Q98VG9
7SMZ,B2HI07
7SN0,Q9BYF1
7SN2,P0DTC2
7SN3,P0DTC2
7SN4,Q7AD06
7SN6,P26368
7SN7,B7USU2
7SN8,Q9W3E1
7SN9,P13118
7SNA,Q98VG9
7SNB,Q2FZ58
7SNC,Q4GZT5
7SND,A0A6L2PIG6
7SNE,P04977
7SNF,P11413
7SNG,P11413
7SNH,P11413
7SNI,P11413
7SNJ,B5CYA4
7SNK,B5CYA5
7SNL,P03366
7SNM,Q603T8
7SNN,P03366
7SNO,B5CYA4
7SNP,P03366
7SNQ,P03366
7SNR,Q9GV45
7SNS,Q9GV45
7SNT,Q9GV45
7SNU,A0A0M3PNA2
7SNV,O85040
7SNW,Q9GV45
7SNX,Q9GV45
7SNY,Q9GV45
7SNZ,P03366
7SO0,A0A023FDY8
7SO1,P03366
7SO2,P03366
7SO3,P03366
7SO4,P03366
7SO5,P18177
7SO6,P03366
7SO7,P18177
7SO8,Q49SB0
7SO9,P0DTC2
7SOA,P0DTC2
7SOB,P0DTC2
7SOC,P0DTC2
7SOD,P0DTC2
7SOE,P0DTC2
7SOF,P0DTC2
7SOG,P37167
7SOH,P45639
7SOI,P08170
7SOJ,P08170
7SOK,P40261
7SOL,A0AVT1
7SOM,A0A2K3DUG8
7SOO,Q6PKG0
7SOP,Q6PKG0
7SOQ,Q6PKG0
7SOR,Q6PKG0
7SOS,Q6PKG0
7SOT,Q6PKG0
7SOU,Q6PKG0
7SOV,Q6PKG0
7SOW,Q6PKG0
7SOX,Q9EQP2
7SOY,P30153
7SOZ,P03856
7SP0,P23246
7SP1,P10636
7SP2,P80544
7SP3,P0A776
7SP4,Q716G8
7SP5,G4TS85
7SP6,M1H2Q1
7SP7,M1H2Q1
7SP8,M1H2Q1
7SP9,M1H2Q1
7SPA,M1H2Q1
7SPB,Q8KNL2
7SPC,Q8KNL2
7SPD,Q14721
7SPE,P02185
7SPF,P02185
7SPG,P02185
7SPH,P02185
7SPI,Q8KNL2
7SPJ,Q8KNL2
7SPK,Q8KNL2
7SPM,P03856
7SPN,A0A7C2VFT1
7SPO,P0DTC2
7SPP,P0DTC2
7SPR,A8PUY1
7SPS,P11169
7SPT,P11169
7SPU,Q716G8
7SPV,P16113
7SPW,P16113
7SPX,P16113
7SPY,A8B3G9
7SPZ,A8B3G9
7SQ0,A8B3G9
7SQ1,Q2N0S6
7SQ2,P21279
7SQ6,Q99J21
7SQ7,Q99J21
7SQ8,Q99J21
7SQ9,Q99J21
7SQA,P37231
7SQB,P37231
7SQC,A8I439
7SQD,A0A1N7RBM1
7SQE,P0DTD1
7SQF,Q9H813
7SQG,Q9H813
7SQH,Q9H813
7SQI,P0A953
7SQJ,B7USU2
7SQK,Q96CS2
7SQL,Q9BZX2
7SQM,Q8TF76
7SQN,P09546
7SQO,P63096
7SQP,P03129
7SQQ,B3FIW8
7SQR,B3FIW8
7SQS,B3FIW8
7SQT,A0A482GDX1
7SQU,A0A482GDX1
7SQV,A0A482GDX1
7SQW,P0A333
7SQX,Q9I589
7SQY,P42212
7SQZ,Q5EGG4
7SR0,P03129
7SR1,Q9H3E2
7SR2,Q9H3E2
7SR3,P03129
7SR4,P03129
7SR5,P19544
7SR6,Q9UQG0
7SR8,P62873
7SR9,P00734
7SRK,Q6NSI4
7SRQ,P41595
7SRR,P62873
7SRS,P49407
7SRV,Q8IL11
7SS1,Q9BV86
7SS5,Q9F6L0
7SS6,A6T5R0
7SS7,A6T5R0
7SS8,Q09472
7SS9,P0A7N4
7SSA,P84233
7SSB,Q13976
7SSC,P06473
7SSD,P0A7M9
7SSE,Q9Y4B6
7SSF,U5T8W0
7SSG,P30958
7SSH,P03129
7SSI,O34757
7SSJ,O34757
7SSK,Q09472
7SSL,P0A7M9
7SSM,Q86WV6
7SSN,P0A7N4
7SSO,P0A7M9
7SSP,O75208
7SSQ,Q05320
7SSR,Q05320
7SSS,O75208
7SSU,P23895
7SSV,P22001
7SSW,P0A7N4
7SSX,P22001
7SSY,P22001
7SSZ,P22001
7ST2,P0A7M9
7ST3,P03129
7ST5,P78324
7ST6,P0A7M9
7ST7,P0A7M9
7ST8,Q6HA08
7ST9,P32641
7STA,Q99731
7STB,P32641
7STC,P55064
7STD,P56221
7STE,P32641
7STF,P04439
7STG,Q6NSI4
7STH,P15208
7STI,P15208
7STJ,P15208
7STK,P15208
7STL,P30572
7STM,P30572
7STN,P30572
7STO,P30572
7STQ,P17597
7STR,P0DTC9
7STS,P0DTC9
7STT,A0A2T3HKC0
7STU,A0A2T3HKC0
7STV,A0A2T3HKC0
7STW,Q8U1L3
7STX,P61599
7STY,Q9ULV4
7STZ,P12830
7SU0,P16410
7SU1,P16410
7SU2,P0ABE7
7SU3,P78527
7SU4,Q8CZR7
7SU6,A0A5P8YJX5
7SU7,Q8CZR7
7SU8,A0A5P8YJX5
7SU9,A2BF26
7SUA,A0A237U7Y1
7SUB,Q2LXS6
7SUC,P11558
7SUD,P78527
7SUE,P0DTC9
7SUF,O14757
7SUG,O14757
7SUH,O14757
7SUI,O14757
7SUJ,O14757
7SUK,Q06631
7SUL,O94979
7SUM,P18858
7SUN,Q9JKQ2
7SUO,Q13283
7SUP,P63316
7SUQ,Q13526
7SUR,Q13526
7SUS,P35414
7SUT,A0A7S0U215
7SUU,Q99PF4
7SUV,P27695
7SUW,P00918
7SUX,C5YJG8
7SUY,P00918
7SUZ,C5YJG8
7SV0,C5YJG8
7SV1,P00918
7SV2,P20815
7SV3,C1JZ07
7SV4,C1JZ07
7SV5,C1JZ07
7SV6,C1JZ07
7SV7,P13569
7SV8,P00918
7SV9,P23895
7SVA,Q9XGW1
7SVB,P27695
7SVC,P63316
7SVD,P13569
7SVE,G1U9U5
7SVF,A0A805Z5R7
7SVG,A0A805Z5R7
7SVH,A0A833FHE1
7SVJ,A0A0R1U3N2
7SVK,A0A0U5F994
7SVL,Q86TI2
7SVM,Q6V1X1
7SVN,Q86TI2
7SVO,Q6V1X1
7SVP,O14939
7SVQ,Q6BDJ2
7SVR,P13569
7SVS,G0RQS7
7SVT,P9WFK1
7SVU,A0A8J0PCL3
7SVV,A0A8J0PCL3
7SVX,P23895
7SVY,P06873
7SVZ,P06873
7SW0,P06873
7SW1,P06873
7SW2,P06873
7SW3,P06873
7SW4,P06873
7SW5,P06873
7SW6,P06873
7SW7,P06873
7SW8,P06873
7SW9,P06873
7SWA,P06873
7SWB,P06873
7SWC,P06873
7SWD,Q05320
7SWF,Q9XGW1
7SWG,P63316
7SWH,Q63LU9
7SWI,P63316
7SWJ,P83698
7SWK,A0A0H3GTN1
7SWL,G0RZG1
7SWN,P0DTC2
7SWO,P0DTC2
7SWP,P0DTC2
7SWQ,Q9XGW1
7SWR,A8CLV6
7SWS,Q66PV0
7SWT,B6CTZ7
7SWU,A8CLX6
7SWW,P0DTC2
7SWX,P0DTC2
7SWY,P84233
7SX1,P60174
7SX3,Q8IZF0
7SX4,Q8IZF0
7SX5,P18858
7SX6,A0A0M3KKW9
7SX7,A0A0M3KKW9
7SX8,P68139
7SX9,P68139
7SXA,P13797
7SXB,A0A2D1LW19
7SXC,P63316
7SXD,P63316
7SXE,P18858
7SXF,P49840
7SXG,P49840
7SXH,P49841
7SXI,Q8BR65
7SXJ,P49841
7SXK,Q8H9R8
7SXL,Q8ILY1
7SXM,P11558
7SXO,P36775
7SXQ,Q8ILY1
7SXR,P0DTC2
7SXS,P0DTC2
7SXT,P0DTC2
7SXU,P0DTC2
7SXV,P0DTC2
7SXW,P0DTC2
7SXX,P0DTC2
7SXY,P0DTC2
7SXZ,P0DTC2
7SY0,P0DTC2
7SY1,P0DTC2
7SY2,P0DTC2
7SY3,P0DTC2
7SY4,P0DTC2
7SY5,P0DTC2
7SY6,P0DTC2
7SY7,P0DTC2
7SY8,P0DTC2
7SY9,Q9HVZ9
7SYA,Q8H9R8
7SYB,V5VCI8
7SYC,A0A1Y0Q4X2
7SYD,P00533
7SYE,P00533
7SYF,Q8TCU6
7SYG,G1TLT8
7SYH,G1TLT8
7SYI,G1TLT8
7SYJ,G1TLT8
7SYK,G1TLT8
7SYL,G1TLT8
7SYM,G1TLT8
7SYN,G1TLT8
7SYO,G1TLT8
7SYP,G1TLT8
7SYQ,P47813
7SYR,P47813
7SYS,P47813
7SYT,G1TLT8
7SYU,G1TLT8
7SYV,P47813
7SYW,P47813
7SYX,P47813
7SYY,O89343
7SYZ,O89343
7SZ0,P00533
7SZ1,P00533
7SZ2,Q3UPF5
7SZ3,Q3UPF5
7SZ4,Q8H9R8
7SZ5,P00533
7SZ6,Q8H9R8
7SZ7,P00533
7SZ8,Q9NYQ6
7SZ9,P0A953
7SZA,Q96S44
7SZB,Q96S44
7SZC,Q96S44
7SZD,Q96S44
7SZE,C3RVP5
7SZF,C3RVP5
7SZG,C3RVP5
7SZH,C3RVQ0
7SZI,D6QLY0
7SZJ,P0A7Z4
7SZK,P0A7Z4
7SZL,Q9NP60
7SZO,P31697
7SZP,A6TBC4
7SZQ,Q09472
7SZR,Q9WUL6
7SZS,A6TG68
7SZT,U2EQ00
7SZV,A0A3E2MWC7
7SZW,O60674
7SZX,A3F778
7SZY,A3F778
7SZZ,P0C805
7T00,P23895
7T01,P0DTC2
7T02,J9VI03
7T08,J9VSJ6
7T09,J9VSJ6
7T0A,J9VSJ6
7T0B,J9VSJ6
7T0C,J9VSJ6
7T0D,J9VSJ6
7T0E,J9VSJ6
7T0L,A3F718
7T0O,Q2N0S6
7T0P,O60674
7T0Q,P60174
7T0R,P01730
7T0S,P41182
7T0T,P41182
7T0U,P41182
7T0V,G0RZG1
7T0W,P47870
7T0X,P0C805
7T0Y,P62136
7T0Z,P47870
7T10,P08754
7T11,P08754
7T12,Q79665
7T13,P12493
7T14,A0A1S7D8Z7
7T15,Q1A241
7T17,A0A024B7W1
7T18,P12689
7T19,P12689
7T1A,P12689
7T1B,P12689
7T1C,A0A1N6DK16
7T1D,Q8IXJ6
7T1E,P78556
7T1F,P01116
7T1G,Q04430
7T1H,Q04430
7T1I,Q04430
7T1J,A0A0F2R9T6
7T1K,P07332
7T1L,P07332
7T1Q,A3M8H2
7T1S,Q60A56
7T1T,O60674
7T1U,P12931
7T1V,A0A348FV55
7T1Y,P63208
7T1Z,P63208
7T20,P0ACB0
7T21,P0ACB0
7T22,P0ACB0
7T24,Q9I0K9
7T25,P0CL66
7T26,A0A868BQY3
7T27,A0A868BQY3
7T28,A0A345MJY6
7T29,Q9I0K9
7T2A,P20036
7T2B,P20036
7T2C,P20036
7T2D,P20036
7T2E,P03733
7T2G,P63096
7T2H,P63096
7T2I,P21675
7T2J,Q15562
7T2K,Q15562
7T2L,Q15562
7T2M,Q15562
7T2P,Q5QG95
7T2Q,P0DP23
7T2R,I4BYB4
7T2S,P0DX80
7T2T,P0DTD1
7T2U,P0DTD1
7T2V,P0DTD1
7T2X,P03372
7T2Z,Q57431
7T30,I4BYB4
7T31,P0AEX9
7T32,P29274
7T33,Q57431
7T34,O80574
7T35,A0A0H3GTS8
7T36,P21675
7T37,Q9WUD2
7T38,Q9WUD2
7T39,Q6P2P2
7T3A,O75140
7T3B,O75140
7T3C,O75140
7T3D,C3W5S1
7T3E,Q6LPV9
7T3F,O60885
7T3H,A0A1C0U7H2
7T3I,G0RZG1
7T3J,Q02ML9
7T3K,Q02ML9
7T3L,Q02ML9
7T3M,P0DTC2
7T3N,Q9JI12
7T3O,Q9JI12
7T3P,Q14573
7T3Q,Q14573
7T3R,Q14573
7T3S,Q99PF4
7T3T,Q14573
7T3U,Q14573
7T3V,Q8IL11
7T3X,E0W1I1
7T3Y,K9N638
7T3Z,K9N638
7T40,K9N638
7T41,K9N638
7T42,P0DTD1
7T43,P0DTD1
7T44,P0DTD1
7T45,P0DTD1
7T46,P0DTD1
7T47,P01116
7T48,P0DTD1
7T49,P0DTD1
7T4A,P0DTD1
7T4B,P0DTD1
7T4F,P03733
7T4G,Q5QG95
7T4H,P00459
7T4I,P00533
7T4J,P00533
7T4K,E0W1I1
7T4L,E0W1I1
7T4M,E0W1I1
7T4N,E0W1I1
7T4O,G1UBD1
7T4P,G1UBD1
7T4Q,Q6SW67
7T4R,P07204
7T4S,Q6SW67
7T4T,Q13976
7T4U,Q13976
7T4V,Q13976
7T4W,Q13976
7T4X,Q38998
7T4Z,Q9I2N2
7T50,Q9I2N2
7T51,Q9I2N2
7T54,A3DCU1
7T55,A3DCU1
7T56,A3DCU1
7T57,A3DCU1
7T58,Q13105
7T5A,Q9I2N2
7T5C,Q1K8B6
7T5D,Q1K8B6
7T5E,Q1K8B6
7T5F,P10844
7T5G,Q9IPJ8
7T5H,Q9IPJ8
7T5I,P68175
7T5J,P68175
7T5K,P0A7E1
7T5M,Q861F7
7T5O,P0DTC2
7T5P,Q8NDZ2
7T5Q,P61157
7T5R,A6V1E4
7T5S,A6V1E4
7T5T,A0A290ZVI6
7T5U,A0A1X1LKI5
7T5V,A0A1X1LKI5
7T5W,A0A1X1LKI5
7T5X,A6V1E4
7T5Y,P0A7E1
7T5Z,A6V1E4
7T60,A6V1E4
7T61,A6V1E4
7T62,Q8N158
7T64,P11716
7T65,P11716
7T66,G0SFD1
7T67,P0DTC2
7T68,G0SFD1
7T69,Q709D8
7T6A,Q2A0P0
7T6B,P63096
7T6C,P0A7E1
7T6D,P0AB58
7T6F,P52332
7T6G,B1Q143
7T6H,P0A7E1
7T6I,Q95HB9
7T6J,Q9XSM3
7T6K,Q9XSM3
7T6L,Q9XSM3
7T6M,Q9XSM3
7T6N,Q9XSM3
7T6O,Q9XSM3
7T6P,Q9XSM3
7T6Q,Q9XSM3
7T6R,Q9XSM3
7T6S,P63096
7T6T,P63096
7T6U,P63096
7T6V,P63096
7T6W,G0SFD1
7T6X,Q98UN8
7T70,P0DTD1
7T71,Q6L1T9
7T72,P0DTC2
7T78,P35557
7T79,P35557
7T7A,Q9UQ13
7T7B,P0DTC2
7T7C,Q4KUS2
7T7D,Q9L4P2
7T7E,Q9L4P2
7T7F,Q9L4P2
7T7G,Q9L4P2
7T7H,P04311
7T7I,P03185
7T7J,A6T700
7T7K,Q9UT55
7T7L,Q96KQ7
7T7M,Q9H9B1
7T7N,O94725
7T7O,Q9UT55
7T7Q,P0A017
7T7R,Q4KUS2
7T7S,P0A017
7T7T,A0A2H5Q1B8
7T7U,A0A067XP78
7T7V,Q4KUS2
7T7X,Q62768
7T7Y,P22699
7T7Z,P22699
7T80,Q99PF4
7T81,Q62768
7T82,Q2FXB0
7T85,P0A9M8
7T87,Q2FWP0
7T88,P0A9M8
7T89,A0A067XP79
7T8B,Q96RR1
7T8C,Q96RR1
7T8D,Q99972
7T8E,P00441
7T8F,P00441
7T8G,P00441
7T8H,P00441
7T8I,P96631
7T8J,P41212
7T8K,A0A7H8SL41
7T8L,A0A7H8SL41
7T8M,P0DTD1
7T8N,P69434
7T8O,Q8Y8Y9
7T8P,Q7S860
7T8Q,Q7S860
7T8R,P0DTD1
7T8S,A0A222AH92
7T8T,P10686
7T8U,H9BRQ4
7T8V,G0SFD1
7T8W,P03423
7T8X,P08172
7T8Y,Q99ZN4
7T8Z,Q99ZN4
7T90,P08172
7T91,P08151
7T92,G2Q1C9
7T93,A0PKR5
7T94,P08172
7T96,P08172
7T9A,Q2N0S8
7T9B,Q2N0S6
7T9C,Q9NAV7
7T9D,Q9NAV7
7T9E,Q9NAV7
7T9F,Q9KNE0
7T9G,Q9KNE0
7T9H,P12497
7T9I,P01215
7T9J,P0DTC2
7T9K,P0DTC2
7T9L,P0DTC2
7T9M,P16473
7T9N,P16473
7T9O,P12497
7T9P,A0A097BW12
7T9Q,A0A7G6KN55
7T9R,A0A7G6KN55
7T9T,M4M0W3
7T9U,Q86WV6
7T9V,Q86WV6
7T9W,P0DTD1
7T9X,Q04370
7T9Y,P0DTD1
7T9Z,P04181
7TA0,P04181
7TA1,P04181
7TA2,W5XKT8
7TA3,P01375
7TA4,P0DTD1
7TA5,B7KEP8
7TA6,P01375
7TA7,P0DTD1
7TA8,P62937
7TA9,B7I4U0
7TAA,P0C1B3
7TAB,P51532
7TAC,P93002
7TAD,P93002
7TAE,Q39234
7TAF,A0A097BW12
7TAG,A0A097BW12
7TAH,A0A097BW12
7TAI,Q8NFT2
7TAJ,A0A097BW12
7TAK,Q47WB4
7TAM,P01112
7TAN,Q71DI3
7TAO,P32563
7TAP,P32563
7TAS,P0DTC2
7TAT,P0DTC2
7TAU,A4ZKL5
7TAV,A0A5D5LL32
7TAW,Q02ML9
7TAX,Q02ML9
7TAY,P31800
7TAZ,P03366
7TB0,A0A133CTP6
7TB1,Q9UNE7
7TB2,P0DTD1
7TB3,Q92793
7TB4,P0DTC2
7TB5,P0DX74
7TB7,Q9F663
7TB8,P0DTC2
7TB9,Q6PRD7
7TBA,P02741
7TBB,Q8IAS0
7TBC,Q8IAS0
7TBD,A5KAC3
7TBE,A5KAC3
7TBF,P0DTC2
7TBG,Q94KI8
7TBH,Q92793
7TBP,P12493
7TBS,Q5NH24
7TBT,P0DTD1
7TBU,Q5AME2
7TBV,Q5AME2
7TBW,O95477
7TBX,Q9F663
7TBY,O95477
7TBZ,O95477
7TC0,O95477
7TC1,Q9F663
7TC2,P27695
7TC3,P27695
7TC4,P0DTD1
7TC5,P00282
7TC6,P00282
7TC7,P18798
7TC8,P18798
7TC9,P0DTC2
7TCA,P0DTC2
7TCB,Q87IQ5
7TCC,P0DTC2
7TCE,Q02761
7TCG,O34741
7TCH,O34741
7TCI,P70057
7TCL,Q7N3A2
7TCM,V5VGT0
7TCN,M4M0W3
7TCO,M4M0W3
7TCP,P70057
7TCQ,P0DTC2
7TCR,A0A2D2D5M1
7TCS,P31013
7TCT,P08514
7TCU,A0A2D2D5M1
7TCV,Q60932
7TCW,A0A2D2D5M1
7TCX,A0A2D2D5M1
7TCY,Q13470
7TCZ,P16753
7TD0,P10824
7TD1,P10824
7TD2,P10824
7TD3,P10824
7TD4,P10824
7TD5,Q92800
7TD6,P04925
7TD8,P08514
7TD9,P51532
7TDD,Q94KI8
7TDE,Q94KI8
7TDF,Q94KI8
7TDG,P11716
7TDH,P11716
7TDI,P11716
7TDJ,P11716
7TDK,P11716
7TDL,P31013
7TDM,O14493
7TDN,O14493
7TDO,Q9WZ49
7TDP,A0A0F0G8G2
7TDQ,Q2HR80
7TDR,Q5MIU2
7TDS,Q5MIU2
7TDT,O95477
7TDU,P0DTD1
7TDV,E3VXC2
7TDW,Q99JB6
7TDX,Q99JB6
7TDY,P41212
7TDZ,Q66IZ6
7TE0,P0DTD1
7TE1,P0DTC2
7TE2,D5ANS8
7TE3,Q07021
7TE5,A0A2U2H063
7TE6,A0A8J0TPH2
7TE7,P03372
7TE9,P35439
7TEA,Q2FYY7
7TEB,P35439
7TEC,L8DSZ4
7TED,P04181
7TEE,P35439
7TEF,B2HH81
7TEH,P0DTD1
7TEI,P0DTC2
7TEJ,P23724
7TEK,P0DTD1
7TEL,P0DTD1
7TEM,A0A5P8YGV9
7TEN,A0A5D5GA79
7TEO,P23724
7TEP,P0ABE7
7TEQ,P35439
7TER,P35439
7TES,P35439
7TET,P35439
7TEU,O60674
7TEV,P04181
7TEW,P0DTC2
7TEX,P0DTC2
7TEY,P0DTC2
7TEZ,P0DTC2
7TF0,P0DTC2
7TF1,P0DTC2
7TF2,P0DTC2
7TF3,P0DTC2
7TF4,P0DTC2
7TF5,P0DTC2
7TF6,E3VXC2
7TF7,E3VXC2
7TF8,P0DTC2
7TF9,A0A5D5GA79
7TFA,A0A0F0G8G2
7TFB,A0A0F0G8G2
7TFC,A0A085CCI2
7TFD,A0A0F0G8G2
7TFE,A0A5D5GA79
7TFF,Q01813
7TFH,P38630
7TFI,P38630
7TFJ,P38630
7TFK,P38630
7TFL,P38630
7TFM,E9ALU6
7TFN,Q2N0S6
7TFO,A0A6H1VH54
7TFP,P04181
7TFQ,A0A2U2H063
7TFR,P0DTD1
7TFS,Q74FJ0
7TG5,A0A2U2H063
7TGE,P0DTC2
7TGF,P02879
7TGG,Q74D23
7TGH,Q950Y3
7TGI,P02879
7TGN,A0A1Q5L7T0
7TGP,P54725
7TGQ,Q7Z2W4
7TGR,P0DTD1
7TGS,P30405
7TGT,P30405
7TGU,P30405
7TGV,P30405
7TGW,P0DTC2
7TGX,P0DTC2
7TGY,P0DTC2
7TH0,P31667
7TH1,P30405
7TH2,P02879
7TH3,P02879
7TH4,Q5SLG6
7TH5,Q5SLG6
7TH6,P30405
7TH7,P30405
7TH8,A0A0U8SNQ0
7THA,P02766
7THC,P30405
7THD,P30405
7THE,P0DTC2
7THF,P30405
7THG,P00387
7THH,P0DTD1
7THI,P07738
7THJ,P38630
7THK,P0DTC2
7THM,P0DTD1
7THN,Q5W263
7THO,P08514
7THQ,Q4KCY5
7THR,O41855
7THS,P00747
7THT,P0DTC2
7THU,P00396
7THV,P38630
7THW,A0A454Y5W9
7THX,T1T299
7THY,Q5S007
7THZ,Q5S007
7TI0,Q2PUH3
7TI1,P05364
7TI2,Q9F663
7TI4,Q5XXZ6
7TI5,Q5XXZ6
7TI7,B7H1N2
7TI8,P38630
7TI9,P0DTD1
7TIA,P0DTD1
7TIB,P38630
7TIC,P38630
7TID,P38630
7TIE,P00396
7TIF,P16639
7TIH,P00396
7TII,P00396
7TIJ,P68137
7TIK,B2J981
7TIL,A0A0H2ZM47
7TIM,P00942
7TIN,Q2FZL7
7TIO,Q2UW47
7TIP,Q2UW31
7TIQ,Q2UW47
7TIR,Q2UW47
7TIS,Q2UW24
7TIT,P68137
7TIU,P0DTD1
7TIV,P0DTD1
7TIW,P0DTD1
7TIX,P0DTD1
7TIY,P0DTD1
7TIZ,P0DTD1
7TJ0,P0DTD1
7TJ1,Q57CD7
7TJ2,P0DTD1
7TJ3,B2FPG1
7TJ4,Q2FY25
7TJ5,G0GA88
7TJ6,G0GA88
7TJ7,P68137
7TJ8,Q01118
7TJ9,Q01118
7TJA,A0A067YS87
7TJB,Q5F966
7TJD,Q8LTE1
7TJE,Q8LTE1
7TJF,P54784
7TJG,Q8LTE1
7TJH,P54784
7TJI,P54784
7TJJ,P54784
7TJK,P54784
7TJM,Q8LTE1
7TJO,A0A8A0W465
7TJP,A0A8A0W465
7TJQ,Q8B9P0
7TJT,P07251
7TJU,P07251
7TJV,P07251
7TJW,P07251
7TJX,P07251
7TJY,A0A0G3F489
7TJZ,P61829
7TK0,A0A0G3F489
7TK1,P61829
7TK2,P61829
7TK3,P61829
7TK4,P61829
7TK5,P61829
7TK6,P61829
7TK7,P61829
7TK8,P61829
7TK9,P61829
7TKA,P61829
7TKB,P61829
7TKC,P61829
7TKD,P61829
7TKE,P61829
7TKF,P61829
7TKG,P61829
7TKH,P61829
7TKI,P61829
7TKJ,P61829
7TKK,P61829
7TKL,P61829
7TKM,P61829
7TKN,P61829
7TKO,P61829
7TKP,P61829
7TKQ,P61829
7TKR,P61829
7TKS,P61829
7TKT,G0GA88
7TKU,P38630
7TKV,Q2YR10
7TKW,P47929
7TKX,P47929
7TKY,P47929
7TKZ,P47929
7TL0,Q8B9P0
7TL1,P0DTC2
7TL2,P20457
7TL3,P20457
7TL4,P20457
7TL6,Q8C1Q4
7TL7,G5EFZ1
7TL8,Q5HHP2
7TL9,P0DTC2
7TLA,P0DTC2
7TLB,P0DTC2
7TLC,P0DTC2
7TLD,P0DTC2
7TLE,P01116
7TLF,A0A067YS87
7TLG,P01116
7TLH,Q8C1Q4
7TLI,P00800
7TLJ,Q02761
7TLK,P01116
7TLL,P0DTD1
7TLM,C8W9P2
7TLN,P00800
7TLO,B2HI07
7TLP,C8W9P2
7TLQ,C8W9P2
7TLR,C8W9P2
7TLT,B0UXQ0
7TLV,Q5F966
7TLW,Q8VE43
7TLX,A0A0E3ELC2
7TLY,P0DTC2
7TLZ,P0DTC2
7TM0,P0DTC2
7TM3,P38377
7TM4,A0A0H3GV01
7TM5,A0A0H3GV01
7TM6,A0A0H3GV01
7TM7,A0A0H3GYH4
7TM8,A0A0H3GSH0
7TM9,A0A0H3GK94
7TMB,A0A0H3GQS4
7TMC,Q9NUM4
7TMD,A0A0H3GHJ1
7TMF,A0A0H3GLR2
7TMG,A0A0H3GLR2
7TMM,P17255
7TMO,P17255
7TMP,P17255
7TMQ,P17255
7TMR,P17255
7TMS,B3LH69
7TMT,B3LH69
7TMU,A0A5P8YK04
7TMV,A0A0H3GMY9
7TMW,P62873
7TMX,Q96FI4
7TMY,Q8TAT5
7TMZ,P08514
7TN0,Q9BYF1
7TN1,P03420
7TN2,P84233
7TN3,Q84Y01
7TN4,O95989
7TN5,Q84Y01
7TN6,Q84Y01
7TN7,Q84Y01
7TN8,Q84Y01
7TN9,Q05320
7TNB,D5VJG6
7TNC,P00282
7TND,Q2IU02
7TNE,P00459
7TNF,Q2IU02
7TNG,Q01973
7TNH,P07333
7TNI,Q9GPJ9
7TNJ,P19491
7TNK,P19491
7TNL,P19491
7TNM,P19491
7TNN,P19491
7TNO,P19491
7TNP,P19491
7TNQ,S8F1Y1
7TNS,S8F1Y1
7TNT,P10873
7TNU,Q2IU02
7TNV,P00387
7TNW,P0DTC2
7TNX,O95786
7TNY,O95786
7TNZ,O95786
7TO0,O95786
7TO1,O95786
7TO2,O95786
7TO3,P0DSP4
